سريال تعرفه,كد ملي دارو,قيمت,از تاريخ تاثير قيمت,نام ژنريك,نام تجاري,شكل دارو,بيمارستاني يا تخصص,بيمارستاني,تاريخ تغيير قيمت,نيازمند کميسيون,گروه خدمت,ستاره دار,مجوز تجويز عمومي,مجوز تجويز ماما,بيمه اي,داروخانه مجاز به تاييد,استعلام اصالت,ويژگي,جنسيت مجاز,تعداد در نسخه
1627970,17253 ,7462400,1402/06/06,EVEROLIMUS 10MG,,tablet,نمي باشد,نمي باشد,1402/06/06,مي باشد,ويژه (پايه 70% - مكمل 10% - بيماران خاص 20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,60
1238605,11883 ,6500,1401/04/23,ORLISTAT 60MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),ندارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1209210,09417 ,13230,1401/04/23,PREGABALIN 100MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1210803,18430 ,19555,1401/04/23,DULOXETINE 20mg,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1209143,13584 ,75658,1401/04/23,DABIGATRAN 75MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1231655,08444 ,38700,1401/04/23,ROWATINEX,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1684072,05843 ,34680300,1403/01/07,IMMUNE GLOBULIN 2.5G/50ML (IV),,vial,نمي باشد,نمي باشد,1403/01/07,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,80
1658687,05637 ,14410,1402/09/04,INDAPAMIDE E.R 1.5MG,,tablet extended R,نمي باشد,نمي باشد,1402/09/05,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1230499,05692 ,11000,1401/04/23,SERTRALINE AS HCI 50MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1213634,10216 ,58400,1401/04/23,SUFENTANIL 5MCG/ML 5ML,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1248488,05932 ,14218,1401/05/15,PAROXETIN 20MG,,tablet,نمي باشد,نمي باشد,1401/05/15,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1201204,19438 ,151316,1401/04/23,DABIGATRAN 150MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1705127,16793 ,11478000,1403/03/30,GADOBUTROL 604.72MG/ML 15ML,,prefild syrige,نمي باشد,نمي باشد,1403/03/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,1
1627210,19263 ,87150,1402/06/06,FAMPRIDINE 10MG ER,,tablet extended R,نمي باشد,نمي باشد,1402/06/06,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1638773,17381 ,5540400,1402/07/22,BENDAMUSTIN 25MG INJ,,injection,نمي باشد,نمي باشد,1402/07/22,مي باشد,ويژه (پايه 70% - مكمل 10% - بيماران خاص 20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1206055,18099 ,539199,1401/04/23,FINGOLIMOD 0.5MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه(پايه95%-مكمل5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,100
1718325,20050 ,660000,1403/05/15,EVEROLIMUS 0.75MG,,tablet,نمي باشد,نمي باشد,1403/05/14,مي باشد,ويژه (پايه 70% - مكمل 10% - بيماران خاص 20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1690760,01934 ,1834000,1403/01/18,SODIUM BENZOATE 2MG/10ML 1MG/5ML,,ampoule,نمي باشد,نمي باشد,1403/01/18,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1293182,19232 ,40012,1401/06/01,LEVODOPA / CARBIDOPA / ENTACAPONE 100/25/200MG,,tablet,نمي باشد,نمي باشد,1401/06/01,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,150
1205708,08526 ,7774,1401/04/23,PREGABALIN 50MG,,capsule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1236902,08601 ,430000,1401/04/23,VALPROATE SODIUM 300MG/5ML 250ML,,syrup,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1493042,19412 ,2154600,1402/05/01,TEMOZOLOMIDE 140MG,,capsule,نمي باشد,نمي باشد,1402/05/03,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,100
1228127,52278 ,6625000,1401/04/23,IBUPROFEN INTRAVENOUS 5 mg/1mL 2ML,,vial,نمي باشد,مي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1236432,02388 ,580000,1401/04/23,METHOTREXATE SODIUM 10MG/ML,,ampoule,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1199622,14098 ,5450369,1401/04/23,PEMETREXED 100MG,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 70% - مكمل 10% - بيماران خاص 20%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1711480,07196 ,1846800,1403/04/16,HEMODIALYSIS ACIDIC II 5LIT CONC,,solution group,نمي باشد,نمي باشد,1403/04/16,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1711304,52289 ,4063000,1403/04/16,ERYTHROPOIETIN(EPOETIN) 20000 iU/1mL0.5 mL,,vial,نمي باشد,,1403/04/16,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1202890,52623 ,583082,1401/04/23,ERYTHROPOIETIN(EPOETIN) 4000iU/1mL (0.5mL),,vial,نمي باشد,,1401/04/30,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,24
1630338,21266 ,35640000,1402/06/06,BOVINE LIPID EXTRACT SURFACTANT 27MG/ML 5ML,,injection,نمي باشد,نمي باشد,1402/06/06,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1699729,00215 ,3250400,1403/02/30,CARBOPLATIN 50MG,,vial,نمي باشد,نمي باشد,1403/02/31,مي باشد,ويژه(پايه90%-بيماران خاص10%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,20
1637677,52343 ,396700,1402/07/22,FLUTICASONE PROPIONATE 50 ug/1Puff 100 dose,,spray nasal,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1222816,05720 ,4580,1401/04/23,CALCIUM-D,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),ندارد,دارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1701825,13830 ,13312700,1403/02/30,CARBOPLATIN 450MG,,vial,نمي باشد,نمي باشد,1403/02/31,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1686777,12312 ,116400,1403/01/18,PANCREATIN 25000 iU,,capsule,نمي باشد,نمي باشد,1403/01/18,مي باشد,ويژه (پايه 70% - مكمل 30%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,300
1231662,23213 ,1169600,1401/04/23,METHOTREXATE SODIUM 15MG/1.5ML INJ,,injection,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (پايه 90%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1213335,01246 ,25000,1401/04/23,TRETINOIN 0.05%,,solution,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1206074,16320 ,210180,1401/04/23,LEVOFLOXACIN 500MG/100ML,,injection,نمي باشد,مي باشد,1401/04/30,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,10
1697717,16303 ,55500,1403/02/30,SITAGLIPTIN 100MG,,tablet,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1492968,12544 ,31265000,1402/05/01,Coagulation FACTOR 8(Human Plasma derived)500IU,,vial,نمي باشد,نمي باشد,1402/05/03,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1699269,15478 ,35900,1403/02/30,SITAGLIPTIN/METFORMIN 50/1000MG,,tablet,نمي باشد,نمي باشد,1403/02/31,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,180
1204160,19984 ,7627,1401/04/23,QUETIAPINE 50MG EXTENDED,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1464058,19773 ,19040,1402/03/07,AMLODIPINE/VALSARTAN 5/80MG,,tablet,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,300
1460762,09638 ,28940,1402/03/07,VALSARTAN/HYDROCHLOROTHIAZIDE 160/25MG,,tablet,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1673318,51955 ,162540,1402/10/20,DEFERASIROX 360 MG,,tablet,نمي باشد,نمي باشد,1402/10/25,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,300
1209123,17581 ,736710,1401/04/23,DEXMEDETOMIDINE HCL 100ug/1ml (2ML) 200,,injection,نمي باشد,مي باشد,1401/04/30,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1492972,52345 ,14500000,1402/05/01,ANTI-D IMMUNOGLOBULIN 300 ug/2mL,,ampoule,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي (پايه 90%),,دارد,دارد,ميباشد,مي باشد,نياز دارد,,هر دو,1
1438607,50429 ,33300,1401/12/27,( ARTIFICIAL TEARS(HYPROMELLOSES 3.2MG/ML 0.5ML,,eye drop,نمي باشد,نمي باشد,1401/12/27,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,60
1201266,50357 ,58665,1401/04/23,DACLATASIR60MG,,tablet,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 70% - مكمل 30%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,120
1493044,52432 ,2093000,1402/05/01,METHOTREXATE 25 mg/1mL 1mL,,injection,نمي باشد,نمي باشد,1402/05/03,مي باشد,ويژه(پايه90%-بيماران خاص10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,12
1204472,52661 ,168673,1401/04/23,FAVIPIRAVIR 200 mg,,tablet,مي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1692592,18046 ,5112000,1403/01/18,SALMETEROL / FLUTICASONE DISC RESPIRATORY 50 ug/500 ug 60DOSE,,powder for inhalation,نمي باشد,نمي باشد,1403/01/18,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1226861,52207 ,305000,1401/04/23,INSULIN BIPHASIC LISPRO 50/50 PARENTER 100iU/1m 3ML,,pen,نمي باشد,نمي باشد,1401/04/30,مي باشد,خاص(پايه90%-بيماران خاص5%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,7
1630310,52336 ,1692900,1402/06/06,"GEMCITABINE HCL , CONCENTRATE 100 mg/1mL 2mL",,injection,نمي باشد,نمي باشد,1402/06/06,مي باشد,ويژه(پايه90%-مكمل5%-بيماران خاص5%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1430992,19736 ,30298000,1401/11/25,RISPERIDONE LA 37.5MG,,injection,نمي باشد,نمي باشد,1401/11/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1717054,51973 ,15675000,1403/04/23,APOMORPHINE HCL 5MG/1ML 20ML,,ampoule,نمي باشد,نمي باشد,1403/04/23,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1449780,52429 ,7690000,1402/01/01,UMECLIDINIUM (AS BROMIDE)/VILANTEROL (AS TRIFENATATE) 62.5 ug/25 ug/1Puff,,powder for inhalation,نمي باشد,نمي باشد,1402/01/27,مي باشد,عادي(پايه70%-مكمل 15%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1234938,12423 ,200000,1401/04/23,ANTIHEMOPHILIC FACTOR VIII VONWILLEBRAND 250IU,,vial,نمي باشد,نمي باشد,1401/04/30,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,40
1374391,52101 ,33600,1401/10/20,IVABRADINE (AS HYDROCHLORIDE) 7.5 mg,,tablet,نمي باشد,نمي باشد,1401/10/20,مي باشد,عادي(مكمل 85%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1206106,52840 ,134748,1401/04/23,EMPAGLIFLOZIN / LINAGLIPTIN / METFORMIN HYDROCHLORIDE 10 mg/5 mg/1000 mg,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1202967,52811 ,106223,1401/04/23,CYPROHEPTADINE HYDROCHLORIDE 2 mg/5mL 150 mL,,solution oral,نمي باشد,نمي باشد,1401/04/30,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1456079,52672 ,85470,1402/03/01,MESALAZINE EXTENDED 1200 mg,,tablet extended R,نمي باشد,نمي باشد,1402/03/01,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,500
1210770,52479 ,23934,1401/04/23,LEVODOPA/CARBIDOPA EXTENDED 200 mg/50 mg,,tablet extended R,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,400
1635797,52435 ,27000,1402/07/22,CIPROFLOXACIN (AS HYDROCHLORIDE) 750 MG,,tablet,نمي باشد,نمي باشد,1402/07/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,30
1202928,52295 ,243809,1401/04/23,{dose}BECLOMETHASONE DIPROPIONATE 50 ug/1{Puff} 150,,spray nasal,نمي باشد,نمي باشد,1401/04/30,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1661996,52332 ,271400,1402/09/01,"TACROLIMUS , EXTENDED 1 mg",,capsule extended R,نمي باشد,نمي باشد,1402/09/06,مي باشد,ويژه (پايه 100%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1649279,52723 ,1381406,1402/07/01,PALBOCICLIB 75 mg CAPSULE ORAL,,capsule,نمي باشد,نمي باشد,1402/08/08,مي باشد,عادي(بيماران خاص 70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,42
1293260,52837 ,550116,1401/06/01,PROPRANOLOL HYDROCHLORIDE 4.28 mg/1mL 120 mL SYRUP ORAL,,syrup,نمي باشد,نمي باشد,1401/06/01,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1493402,52747 ,30000,1402/05/01,"DOXYCYCLINE (AS HYCLATE) 100 mg CAPSULE, DELAYED RELEASE ORAL",,capsule,نمي باشد,نمي باشد,1402/05/03,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1293323,52830 ,8579,1401/06/01,AMLODIPINE (AS BESILATE) / BISOPROLOL FUMARATE 5 mg/10 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/06/01,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1248151,52766 ,12000,1401/04/01,LIDOCAINE HYDROCHLORIDE 2% 25 g GEL TOPICAL,,gel topical,نمي باشد,نمي باشد,1401/05/12,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز دارد,,هر دو,3
1371801,52733 ,4450,1401/09/30,BISOPROLOL FUMARATE / HYDROCHLOROTHIAZIDE 5 mg/12.5 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/09/29,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1619600,01311 ,21400,1402/06/04,WATER 5ML,,ampoule,نمي باشد,نمي باشد,1402/06/04,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,100
1430440,51840 ,2850000,1401/11/25,POSACONAZOLE 100 mg,,tablet,نمي باشد,نمي باشد,1401/11/25,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,200
1282886,50029 ,565834,1401/01/01,"COLISTIMETHATE SODIUM, 2000000 iU",,injection,نمي باشد,نمي باشد,1401/05/22,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1282922,52201 ,17100,1401/01/01,DAPAGLIFLOZIN (AS PROPANEDIOL) 5 MG,,tablet,نمي باشد,نمي باشد,1401/05/22,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,120
1282934,52638 ,136138,1401/01/01,{dose}BUDESONIDE METERED RESPIRATORY 100 ug/1{dose} 200,,inhaler,نمي باشد,نمي باشد,1401/05/22,مي باشد,مشمول يارانه دولت,,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1286207,52014 ,229396,1401/04/23,FLUOCINOLONE / HYDROQUINONE / TRETINOIN 0.01 %/4 %/0.05 % 15 g,,cream topical,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1286219,52621 ,73000,1401/04/23,METHOXSALEN 1 % 25 ML,,solution topical oral,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,10
1464338,02237 ,638000,1402/03/07,DIAZEPAM SUPPOSITORY RECTAL 10 mg,,suppository,نمي باشد,نمي باشد,1402/03/08,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,30
1366490,10783 ,327500,1401/09/27,SUMATRIPTAN 12 mg/1mL 0.5 mL,,injection,نمي باشد,نمي باشد,1401/09/27,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1719014,51682 ,190865700,1403/05/01,"TENECTEPLASE, 50 mg",,injection,نمي باشد,نمي باشد,1403/05/15,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,2
1438941,51887 ,185000,1402/01/14,NAPHAZOLINE HYDROCHLORIDE 0.05 % 15 mL,,spray nasal,نمي باشد,نمي باشد,1402/01/14,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1286395,07129 ,7684,1401/04/23,ZALEPLON 10 mg,,capsule,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1382518,12282 ,105090,1401/11/05,OLOPATADINE HYDROCHLORIDE 5 mg/5mL 5 mL,,drop ophtalmic,نمي باشد,نمي باشد,1401/11/05,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1286471,11481 ,172898,1401/04/23,LATANOPROST / TIMOLOL 50 ug/5 mg/1mL 2.5 mL,,drop ophtalmic,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,5
1286519,52008 ,40969,1401/04/23,TROPICAMIDE 0.5 % 0.5 mL,,drop ophtalmic,نمي باشد,نمي باشد,1401/05/25,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,30
1286535,52009 ,45401,1401/04/23,TROPICAMIDE 1 % 0.5 mL,,drop ophtalmic,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,30
1286591,20387 ,32234,1401/04/23,ZOLMITRIPTAN 5 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1382522,50776 ,80790000,1401/11/05,"VALGANCICLOVIR (AS HYDROCHLORIDE), 50 mg/1mL 12 g",,solution,نمي باشد,نمي باشد,1401/11/05,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1286643,51977 ,121105,1401/04/23,EMTRICITABINE / TENOFOVIR ALAFENAMIDE (AS FUMARATE) 200 mg/25 mg,,tablet,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,90
1286715,17837 ,11000,1401/04/23,"PRAMIPEXOLE DIHYDROCHLORIDE 0.375 mg (0.26 mg base) TABLET, EXTENDED RELEASE ORAL",,tablet extended R,نمي باشد,نمي باشد,1401/05/25,مي باشد,غير بيمه اي (فرانشيز 100%),در تعهد جانباز و عائله - فرزند شهيد (ف-ش),دارد,ندارد,نمي باشد,مي باشد,نياز ندارد,,هر دو,200
1286739,11734 ,43022,1401/04/23,%KETOCONAZOLE LOTION 2,,lotion,نمي باشد,نمي باشد,1401/05/25,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
1688728,51502 ,1216400,1403/01/18,ACIDIC HEMODIALYSIS CONCENTRATED I CONCENTRATE HEMODIALYSIS 3710 meq/35 meq/35 meq/87.5 meq/3902.5 meq/122.5 meq/70 g,,injection,نمي باشد,نمي باشد,1403/01/18,مي باشد,ويژه (پايه 100%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,20
1718075,50911 ,3324200,1403/04/17,OSIMERTINIB MESYLATE 80 MG,,tablet,نمي باشد,نمي باشد,1403/05/09,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,120
1367889,53012 ,22800,1401/09/01,DAPAGLIFLOZIN (AS PROPANEDIOL)/METFORMIN HYDROCHLORIDE 5mg/850mg,,tablet,نمي باشد,نمي باشد,1401/09/29,مي باشد,عادي(پايه70%-مكمل 15%),,دارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,240
1740685,50882 ,194832000,1403/06/06,"TRASTUZUMAB EMTANSINE , LYOPHILIZED, 160 mg",,injection,نمي باشد,نمي باشد,1403/06/07,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,2
1740651,50986 ,168498000,1403/06/06,"TRASTUZUMAB EMTANSINE 100 mg INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION PARENTERAL",,injection,نمي باشد,نمي باشد,1403/06/07,مي باشد,عادي (بيماران خاص 70%),,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,3
1704083,52404 ,4619000,1403/03/01,"CYTARABINE, 1 g",,injection,نمي باشد,نمي باشد,1403/03/27,مي باشد,ويژه (پايه 90% - مكمل 10%),,ندارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,10
1664895,52620 ,10543300,1402/09/11,ETHOSUXIMIDE 250 MG/5ML 200 ML,,syrup,نمي باشد,نمي باشد,1402/09/11,مي باشد,مشمول يارانه دولت,,دارد,ندارد,ميباشد,مي باشد,نياز دارد,,هر دو,5
1380217,53007 ,37000,1401/11/01,TELMISARTAN 40 mg TABLET ORAL,,tablet,نمي باشد,نمي باشد,1401/11/01,مي باشد,عادي (بيماران خاص 70%),,ندارد,ندارد,ميباشد,مي باشد,نياز ندارد,,هر دو,240
1711404,00023 ,35630,1403/04/16,ACICLOVIR 400MG,,tablet,نمي باشد,نمي باشد,1403/04/16,مي باشد,عادي(پايه70%-بيماران خاص20%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,200
1467249,00047 ,392900,1402/03/21,ALUMINIUM MG SUSP,,suspension oral,نمي باشد,نمي باشد,1402/03/21,مي باشد,عادي(مكمل 85%),,دارد,دارد,ميباشد,مي باشد,نياز ندارد,,هر دو,3
